Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
DNA/EnSpmCACTA	EnSpm-1_GR	8807	187	124	NA	402229	0.36
###DNA/EnSpmCACTA	All_elements	NA	187	124	NA	402229	0.3649

DNA/L1	L1-1_GR	5704	112	55	NA	122517	0.11
DNA/L1	L1-1_STu	8263	2	2	NA	534	0.00
###DNA/L1	All_elements	NA	114	57	NA	123051	0.1116

DNA/MarinerTc1	Mariner-1_RC	2222	15	8	NA	8379	0.01
###DNA/MarinerTc1	All_elements	NA	15	8	NA	8379	0.0076

DNA/MuDR	MuDR-1_GR	7211	39	32	NA	32717	0.03
DNA/MuDR	MuDR-2_GR	6708	151	118	NA	144674	0.13
DNA/MuDR	MuDR-3_GR	4333	84	82	NA	12231	0.01
DNA/MuDR	MuDR-4_GR	7191	250	117	NA	256595	0.23
DNA/MuDR	MuDR-5_GR	7783	200	125	NA	175084	0.16
DNA/MuDR	MuDR-64_OS	5513	2	2	NA	1152	0.00
###DNA/MuDR	All_elements	NA	726	476	NA	622453	0.5647

DNA/hAT	TIP100	3873	1	1	NA	1709	0.00
DNA/hAT	ZhAT14_ZM	3349	1	1	NA	1956	0.00
DNA/hAT	hAT-1_GR	4719	79	46	NA	55985	0.05
DNA/hAT	hAT-1_NN	4427	2	2	NA	1645	0.00
DNA/hAT	hAT-1_TC	3200	2	2	NA	2720	0.00
DNA/hAT	hAT-2_GR	5255	73	46	NA	30751	0.03
DNA/hAT	hAT-4_PTr	3687	8	7	NA	9457	0.01
DNA/hAT	hAT-6_SBi	3445	1	1	NA	232	0.00
###DNA/hAT	All_elements	NA	167	106	NA	104455	0.0948

######Type:DNA	All_elements	NA	1209	771	NA	1260567	1.1436

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR/Copia	ATCOPIA28_I-int	No_ref_available	9	6	0	8928	0.01
LTR/Copia	ATCOPIA29_I-int	No_ref_available	1	1	0	563	0.00
LTR/Copia	ATCOPIA30_I-int	No_ref_available	1	1	0	70	0.00
LTR/Copia	COP14_I_MT-int	No_ref_available	1	1	0	71	0.00
LTR/Copia	COP2_I_MT-int	No_ref_available	1	1	0	76	0.00
LTR/Copia	COPI1_I-int	No_ref_available	2	2	0	692	0.00
LTR/Copia	COPI2_I-int	No_ref_available	1	1	0	52	0.00
LTR/Copia	COPIA3-I_OS	No_ref_available	2	1	0	473	0.00
LTR/Copia	Copia-11_CP-I	No_ref_available	1	1	0	4119	0.00
LTR/Copia	Copia-11_GR-I	No_ref_available	3	2	0	8388	0.01
LTR/Copia	Copia-11_RC-I	No_ref_available	6	6	0	432	0.00
LTR/Copia	Copia-12_JC-I	No_ref_available	2	1	0	3361	0.00
LTR/Copia	Copia-12_TC-I	No_ref_available	26	16	0	28516	0.03
LTR/Copia	Copia-130_BRa-I	No_ref_available	2	1	0	1293	0.00
LTR/Copia	Copia-13_AIp-I	No_ref_available	1	1	0	74	0.00
LTR/Copia	Copia-13_ECa-I	No_ref_available	3	1	0	2088	0.00
LTR/Copia	Copia-13_TC-I	No_ref_available	4	4	0	764	0.00
LTR/Copia	Copia-14_GR-I	5729	59	30	7	63454	0.06
LTR/Copia	Copia-15_CP-I	No_ref_available	3	2	0	941	0.00
LTR/Copia	Copia-15_GR-I	371	265	215	5	702176	0.64
LTR/Copia	Copia-15_PPe-I	No_ref_available	1	1	0	36	0.00
LTR/Copia	Copia-16_GR-I	No_ref_available	28	10	0	27403	0.02
LTR/Copia	Copia-17_CP-I	No_ref_available	1	1	0	3947	0.00
LTR/Copia	Copia-17_TC-I	No_ref_available	13	8	0	14391	0.01
LTR/Copia	Copia-18_NN-I	No_ref_available	3	1	0	1225	0.00
LTR/Copia	Copia-18_PPe-I	No_ref_available	5	5	0	3246	0.00
LTR/Copia	Copia-19_GR-I	No_ref_available	2	2	0	3899	0.00
LTR/Copia	Copia-19_PTri-I	No_ref_available	1	1	0	707	0.00
LTR/Copia	Copia-19_TC-I	No_ref_available	14	7	0	9395	0.01
LTR/Copia	Copia-1_BDi-I	No_ref_available	2	2	0	689	0.00
LTR/Copia	Copia-1_ECa-I	No_ref_available	2	1	0	298	0.00
LTR/Copia	Copia-1_GR-I	1489	368	177	135	339060	0.31
LTR/Copia	Copia-1_NN-I	No_ref_available	3	2	0	4032	0.00
LTR/Copia	Copia-20_GR-I	No_ref_available	1	1	0	130	0.00
LTR/Copia	Copia-20_RC-I	No_ref_available	1	1	0	82	0.00
LTR/Copia	Copia-20_TC-I	8705	1	1	0	292	0.00
LTR/Copia	Copia-21_GR-I	No_ref_available	1	1	0	4046	0.00
LTR/Copia	Copia-21_ST-I	No_ref_available	3	2	0	1113	0.00
LTR/Copia	Copia-22_ECa-I	No_ref_available	1	1	0	1789	0.00
LTR/Copia	Copia-22_GR-I	No_ref_available	6	1	0	3097	0.00
LTR/Copia	Copia-23_ECa-I	No_ref_available	4	4	0	8659	0.01
LTR/Copia	Copia-23_FV-I	No_ref_available	3	1	0	1441	0.00
LTR/Copia	Copia-23_GR-I	485	211	85	18	139997	0.13
LTR/Copia	Copia-24_ECa-I	No_ref_available	1	1	0	89	0.00
LTR/Copia	Copia-24_GR-I	9443	170	93	24	141467	0.13
LTR/Copia	Copia-24_JC-I	No_ref_available	1	1	0	114	0.00
LTR/Copia	Copia-25_GR-I	No_ref_available	10	7	0	12009	0.01
LTR/Copia	Copia-25_RC-I	No_ref_available	7	4	0	4047	0.00
LTR/Copia	Copia-26_LU-I	No_ref_available	1	1	0	57	0.00
LTR/Copia	Copia-27_ECa-I	No_ref_available	13	6	0	11653	0.01
LTR/Copia	Copia-27_GM-I	No_ref_available	2	2	0	207	0.00
LTR/Copia	Copia-27_GR-I	No_ref_available	11	7	0	21369	0.02
LTR/Copia	Copia-27_MN-I	No_ref_available	2	1	0	646	0.00
LTR/Copia	Copia-29_AIp-I	No_ref_available	2	2	0	3032	0.00
LTR/Copia	Copia-29_GR-I	No_ref_available	1	1	0	103	0.00
LTR/Copia	Copia-29_MN-I	No_ref_available	5	2	0	2869	0.00
LTR/Copia	Copia-29_Pru-I	No_ref_available	1	1	0	320	0.00
LTR/Copia	Copia-30_GR-I	No_ref_available	38	21	0	57800	0.05
LTR/Copia	Copia-30_TC-I	No_ref_available	9	6	0	5647	0.01
LTR/Copia	Copia-31_ECa-I	No_ref_available	1	1	0	121	0.00
LTR/Copia	Copia-31_JC-I	No_ref_available	4	4	0	2196	0.00
LTR/Copia	Copia-31_Pru-I	No_ref_available	2	1	0	567	0.00
LTR/Copia	Copia-32_GR-I	5011	23	16	0	47400	0.04
LTR/Copia	Copia-33_GR-I	5237	6	4	1	7201	0.01
LTR/Copia	Copia-33_LU-I	No_ref_available	1	1	0	78	0.00
LTR/Copia	Copia-34_GR-I	No_ref_available	7	7	0	24042	0.02
LTR/Copia	Copia-34_RC-I	No_ref_available	6	6	0	382	0.00
LTR/Copia	Copia-35-I_VV	No_ref_available	3	2	0	423	0.00
LTR/Copia	Copia-35_GR-I	438	26	15	2	26840	0.02
LTR/Copia	Copia-35_TC-I	No_ref_available	3	3	0	427	0.00
LTR/Copia	Copia-36_GR-I	No_ref_available	13	10	0	24518	0.02
LTR/Copia	Copia-36_MN-I	No_ref_available	1	1	0	41	0.00
LTR/Copia	Copia-36_Sit-I	No_ref_available	4	2	0	793	0.00
LTR/Copia	Copia-37_GR-I	4782	19	11	0	24554	0.02
LTR/Copia	Copia-37_VV-I	No_ref_available	4	3	0	2168	0.00
LTR/Copia	Copia-38_RC-I	No_ref_available	1	1	0	79	0.00
LTR/Copia	Copia-39_ECa-I	No_ref_available	2	1	0	176	0.00
LTR/Copia	Copia-39_GR-I	No_ref_available	17	10	0	19787	0.02
LTR/Copia	Copia-39_MN-I	No_ref_available	8	3	0	9958	0.01
LTR/Copia	Copia-39_RC-I	No_ref_available	3	1	0	1076	0.00
LTR/Copia	Copia-39_VV-I	No_ref_available	1	1	0	662	0.00
LTR/Copia	Copia-3_Cia-I	No_ref_available	2	2	0	3895	0.00
LTR/Copia	Copia-3_GR-I	No_ref_available	5	3	0	1705	0.00
LTR/Copia	Copia-3_SL-I	No_ref_available	1	1	0	75	0.00
LTR/Copia	Copia-40_GR-I	No_ref_available	2	2	0	96	0.00
LTR/Copia	Copia-41_GR-I	4991	39	31	0	87953	0.08
LTR/Copia	Copia-41_RC-I	No_ref_available	1	1	0	1352	0.00
LTR/Copia	Copia-42_GR-I	No_ref_available	11	11	0	33468	0.03
LTR/Copia	Copia-42_RC-I	No_ref_available	1	1	0	166	0.00
LTR/Copia	Copia-42_VV-I	No_ref_available	6	2	0	4037	0.00
LTR/Copia	Copia-43_BD-I	No_ref_available	1	1	0	127	0.00
LTR/Copia	Copia-43_GR-I	No_ref_available	7	2	0	6740	0.01
LTR/Copia	Copia-43_MN-I	No_ref_available	1	1	0	335	0.00
LTR/Copia	Copia-43_RC-I	No_ref_available	1	1	0	97	0.00
LTR/Copia	Copia-44_GR-I	No_ref_available	13	7	0	13993	0.01
LTR/Copia	Copia-45_GR-I	5324	81	33	0	98762	0.09
LTR/Copia	Copia-46_GR-I	No_ref_available	11	9	0	39514	0.04
LTR/Copia	Copia-47_GR-I	5076	233	132	0	167647	0.15
LTR/Copia	Copia-47_MN-I	No_ref_available	13	6	0	9930	0.01
LTR/Copia	Copia-48_GR-I	No_ref_available	1	1	0	673	0.00
LTR/Copia	Copia-48_MN-I	No_ref_available	5	1	0	1059	0.00
LTR/Copia	Copia-4_NN-I	No_ref_available	2	2	0	606	0.00
LTR/Copia	Copia-50_BD-I	No_ref_available	1	1	0	618	0.00
LTR/Copia	Copia-50_RC-I	No_ref_available	1	1	0	107	0.00
LTR/Copia	Copia-51_JC-I	No_ref_available	1	1	0	54	0.00
LTR/Copia	Copia-52_GR-I	No_ref_available	3	2	0	821	0.00
LTR/Copia	Copia-52_MN-I	No_ref_available	1	1	0	258	0.00
LTR/Copia	Copia-52_VV-I	No_ref_available	4	3	0	3942	0.00
LTR/Copia	Copia-53_GR-I	1899	1258	797	507	857216	0.78
LTR/Copia	Copia-54_GR-I	2390	475	340	236	501684	0.46
LTR/Copia	Copia-54_JC-I	No_ref_available	1	1	0	182	0.00
LTR/Copia	Copia-54_NS-I	No_ref_available	1	1	0	186	0.00
LTR/Copia	Copia-55_GR-I	4774	28	23	0	15157	0.01
LTR/Copia	Copia-56_GR-I	No_ref_available	315	148	0	245125	0.22
LTR/Copia	Copia-56_NS-I	No_ref_available	1	1	0	99	0.00
LTR/Copia	Copia-57B_NS-I	No_ref_available	2	1	0	3394	0.00
LTR/Copia	Copia-57_GR-I	6052	15	10	0	20727	0.02
LTR/Copia	Copia-58_GR-I	4811	37	31	0	75468	0.07
LTR/Copia	Copia-58_NS-I	No_ref_available	11	6	0	6726	0.01
LTR/Copia	Copia-58_PX-I	No_ref_available	1	1	0	208	0.00
LTR/Copia	Copia-58_VV-I	No_ref_available	3	2	0	844	0.00
LTR/Copia	Copia-59_GR-I	No_ref_available	4	3	0	2318	0.00
LTR/Copia	Copia-61_BD-I	No_ref_available	3	2	0	338	0.00
LTR/Copia	Copia-61_GM-I	No_ref_available	1	1	0	75	0.00
LTR/Copia	Copia-62_GM-I	No_ref_available	1	1	0	94	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	19	9	0	22777	0.02
LTR/Copia	Copia-68_VV-I	No_ref_available	7	3	0	11154	0.01
LTR/Copia	Copia-6_GR-I	No_ref_available	6	3	0	8297	0.01
LTR/Copia	Copia-6_MN-I	No_ref_available	1	1	0	123	0.00
LTR/Copia	Copia-6_Pru-I	No_ref_available	2	1	0	1273	0.00
LTR/Copia	Copia-70_NS-I	No_ref_available	71	35	0	20595	0.02
LTR/Copia	Copia-71_MN-I	No_ref_available	18	10	0	7125	0.01
LTR/Copia	Copia-72_Mad-I	No_ref_available	1	1	0	360	0.00
LTR/Copia	Copia-73_Mad-I	No_ref_available	1	1	0	60	0.00
LTR/Copia	Copia-74_ALY-I	No_ref_available	3	2	0	702	0.00
LTR/Copia	Copia-74_GM-I	No_ref_available	3	2	0	942	0.00
LTR/Copia	Copia-74_VV-I	No_ref_available	1	1	0	1273	0.00
LTR/Copia	Copia-76_ST-I	No_ref_available	2	1	0	483	0.00
LTR/Copia	Copia-77_GM-I	No_ref_available	1	1	0	128	0.00
LTR/Copia	Copia-77_PT-I	No_ref_available	5	3	0	7798	0.01
LTR/Copia	Copia-78_MN-I	No_ref_available	2	2	0	227	0.00
LTR/Copia	Copia-79_GM-I	No_ref_available	1	1	0	1954	0.00
LTR/Copia	Copia-79_VV-I	No_ref_available	4	4	0	1429	0.00
LTR/Copia	Copia-7_GR-I	No_ref_available	2	2	0	1519	0.00
LTR/Copia	Copia-80_MN-I	No_ref_available	8	4	0	2227	0.00
LTR/Copia	Copia-81_GM-I	No_ref_available	1	1	0	271	0.00
LTR/Copia	Copia-82_MN-I	No_ref_available	3	1	0	1347	0.00
LTR/Copia	Copia-83_MN-I	No_ref_available	1	1	0	79	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	11	7	0	1633	0.00
LTR/Copia	Copia-86_ST-I	No_ref_available	2	2	0	1853	0.00
LTR/Copia	Copia-89_VV-I	No_ref_available	4	4	0	293	0.00
LTR/Copia	Copia-8_CP-I	No_ref_available	2	2	0	415	0.00
LTR/Copia	Copia-8_GR-I	No_ref_available	1	1	0	80	0.00
LTR/Copia	Copia-8_MN-I	No_ref_available	2	1	0	320	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	4	1	0	1905	0.00
LTR/Copia	Copia-93_ST-I	No_ref_available	4	2	0	1788	0.00
LTR/Copia	Copia-93_VV-I	No_ref_available	4	3	0	5091	0.00
LTR/Copia	Copia-95_VV-I	No_ref_available	1	1	0	1506	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	9	4	0	9218	0.01
LTR/Copia	Copia1-VV_I-int	No_ref_available	6	5	0	2385	0.00
LTR/Copia	Copia15-VV_I-int	No_ref_available	16	12	0	18557	0.02
LTR/Copia	Copia2-VV_I-int	No_ref_available	2	1	0	206	0.00
LTR/Copia	Copia22-PTR_I-int	No_ref_available	1	1	0	135	0.00
LTR/Copia	Copia26-PTR_I-int	No_ref_available	1	1	0	4012	0.00
LTR/Copia	Copia26-VV_I-int	No_ref_available	1	1	0	75	0.00
LTR/Copia	Copia27-VV_I-int	No_ref_available	5	1	0	3716	0.00
LTR/Copia	Copia28-PTR_I-int	No_ref_available	1	1	0	3471	0.00
LTR/Copia	Copia29-VV_I-int	No_ref_available	2	2	0	194	0.00
LTR/Copia	Copia3-VV_I-int	No_ref_available	1	1	0	145	0.00
LTR/Copia	Copia41-PTR_I-int	No_ref_available	1	1	0	64	0.00
LTR/Copia	Copia46-PTR_I-int	No_ref_available	2	2	0	160	0.00
LTR/Copia	GmCOPIA11_I-int	No_ref_available	1	1	0	4167	0.00
LTR/Copia	SHACOP8_I_MT-int	No_ref_available	2	2	0	1059	0.00
LTR/Copia	TONT1_LE_I-int	No_ref_available	1	1	0	471	0.00
LTR/Copia	TST1_I-int	No_ref_available	63	34	0	93870	0.09
###LTR/Copia	All_elements	NA	4415	2683	935	4307226	3.9075

LTR/Gypsy	1097CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1144CL0041	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	1756CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2215CL0080	No_ref_available	3	3	0	276	0.00
LTR/Gypsy	2218CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2231CL0080	No_ref_available	2	2	0	118	0.00
LTR/Gypsy	2265CL0092	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2735CL0080	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	2796CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2893CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2901CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2999CL0044	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	3001CL0092	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3209CL0044	No_ref_available	2	2	0	147	0.00
LTR/Gypsy	3378CL0080	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	3410CL0092	No_ref_available	2	1	0	513	0.00
LTR/Gypsy	3508CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	3602CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3697CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4057CL0034	No_ref_available	2	2	0	139	0.00
LTR/Gypsy	4548CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4710CL0044	No_ref_available	2	2	0	177	0.00
LTR/Gypsy	4831CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5317CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5734CL0041	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5783CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5953CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6444CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6671CL0039	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	6928CL0044	No_ref_available	2	2	0	154	0.00
LTR/Gypsy	6968CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	7164CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	743CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	7664CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	8704CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	1	1	0	64	0.00
LTR/Gypsy	GYCUME1_I-int	No_ref_available	1	1	0	83	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	2	2	0	760	0.00
LTR/Gypsy	GYPSY3-I_MT	No_ref_available	1	1	0	147	0.00
LTR/Gypsy	GmGYPSY11_I-int	No_ref_available	3	3	0	310	0.00
LTR/Gypsy	Gypsy-10_GR-I	2499	91	55	17	77937	0.07
LTR/Gypsy	Gypsy-10_Mad-I	No_ref_available	3	3	0	85	0.00
LTR/Gypsy	Gypsy-11_NN-I	No_ref_available	3	3	0	171	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	244	240	0	10432	0.01
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	5	5	0	356	0.00
LTR/Gypsy	Gypsy-120_OS-I	No_ref_available	1	1	0	165	0.00
LTR/Gypsy	Gypsy-124_SBi-I	No_ref_available	1	1	0	54	0.00
LTR/Gypsy	Gypsy-12_GR-I	1423	50	39	6	52937	0.05
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	22	18	0	8670	0.01
LTR/Gypsy	Gypsy-12_TC-I	No_ref_available	30	30	0	1541	0.00
LTR/Gypsy	Gypsy-132_SBi-I	No_ref_available	1	1	0	54	0.00
LTR/Gypsy	Gypsy-133_GM-I	No_ref_available	2	2	0	1455	0.00
LTR/Gypsy	Gypsy-137_GM-I	No_ref_available	2	2	0	117	0.00
LTR/Gypsy	Gypsy-13_GR-I	No_ref_available	7	4	0	2471	0.00
LTR/Gypsy	Gypsy-13_JC-I	No_ref_available	5	1	0	2716	0.00
LTR/Gypsy	Gypsy-13_PPe-I	No_ref_available	1	1	0	140	0.00
LTR/Gypsy	Gypsy-13_TC-I	No_ref_available	14	5	0	9682	0.01
