Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
DNA/EnSpmCACTA	EnSpm-1_GR	8807	143	92	NA	277798	0.27
DNA/EnSpmCACTA	EnSpm-2_GM	17080	2	2	NA	682	0.00
###DNA/EnSpmCACTA	All_elements	NA	145	94	NA	278480	0.2662

DNA/L1	L1-1_CPa	6405	1	1	NA	711	0.00
DNA/L1	L1-1_GR	5704	115	50	NA	124897	0.12
DNA/L1	L1-26_NN	5500	3	3	NA	1204	0.00
###DNA/L1	All_elements	NA	119	54	NA	126812	0.1212

DNA/MULE-MuDR	SHAMUDRAV_MT	6806	2	1	NA	727	0.00
###DNA/MULE-MuDR	All_elements	NA	2	1	NA	727	0.0007

DNA/MarinerTc1	Mariner-1_RC	2222	4	2	NA	4000	0.00
###DNA/MarinerTc1	All_elements	NA	4	2	NA	4000	0.0038

DNA/MuDR	MuDR-1_GR	7191	47	41	NA	31269	0.03
DNA/MuDR	MuDR-2_GR	6708	170	123	NA	131559	0.13
DNA/MuDR	MuDR-3_GR	4333	77	74	NA	15848	0.02
DNA/MuDR	MuDR-4_GR	7191	289	131	NA	318137	0.30
DNA/MuDR	MuDR-5_GR	7783	145	90	NA	116791	0.11
DNA/MuDR	MuDR-N113_OS	1529	1	1	NA	547	0.00
DNA/MuDR	MuDR-N125D_OS	2232	2	1	NA	553	0.00
###DNA/MuDR	All_elements	NA	731	461	NA	614704	0.5875

DNA/hAT	hAT-1_GR	4719	44	24	NA	19291	0.02
DNA/hAT	hAT-1_TC	3200	2	2	NA	2573	0.00
DNA/hAT	hAT-2_GR	5255	60	44	NA	30806	0.03
DNA/hAT	hAT-3_TC	5162	8	3	NA	5301	0.01
DNA/hAT	hAT-4_PTr	3687	5	5	NA	6646	0.01
DNA/hAT	hAT-4_TC	4738	1	1	NA	221	0.00
###DNA/hAT	All_elements	NA	120	79	NA	64838	0.0620

######Type:DNA	All_elements	NA	1121	691	NA	1089561	1.0414

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR	1014CL0030	No_ref_available	1	1	0	95	0.00
LTR	1015CL0030	No_ref_available	1	1	0	95	0.00
LTR	1019CL0119	No_ref_available	1	1	0	95	0.00
LTR	10439CL0030	No_ref_available	1	1	0	95	0.00
LTR	10500CL0030	No_ref_available	1	1	0	95	0.00
LTR	1936CL0119	No_ref_available	1	1	0	95	0.00
LTR	1998CL0119	No_ref_available	1	1	0	95	0.00
LTR	2177CL0119	No_ref_available	1	1	0	95	0.00
LTR	230CL0119	No_ref_available	1	1	0	95	0.00
LTR	2411CL0119	No_ref_available	1	1	0	95	0.00
LTR	2875CL0030	No_ref_available	1	1	0	95	0.00
LTR	4971CL0030	No_ref_available	1	1	0	95	0.00
LTR	550CL0177	No_ref_available	3	3	0	281	0.00
LTR	5929CL0030	No_ref_available	2	2	0	95	0.00
LTR	6182CL0030	No_ref_available	1	1	0	95	0.00
LTR	6376CL0030	No_ref_available	1	1	0	95	0.00
LTR	6543CL0030	No_ref_available	1	1	0	95	0.00
LTR	7839CL0030	No_ref_available	1	1	0	95	0.00
LTR	821CL0119	No_ref_available	1	1	0	95	0.00
LTR	8513CL0030	No_ref_available	1	1	0	95	0.00
LTR	8919CL0030	No_ref_available	2	1	0	95	0.00
LTR	8931CL0030	No_ref_available	1	1	0	95	0.00
LTR	9283CL0030	No_ref_available	1	1	0	95	0.00
LTR	9319CL0030	No_ref_available	1	1	0	75	0.00
LTR	9400CL0030	No_ref_available	1	1	0	95	0.00
LTR	9441CL0030	No_ref_available	1	1	0	95	0.00
###LTR	All_elements	NA	30	29	0	2636	0.0025

LTR/Copia	1821CL0128	No_ref_available	1	1	0	95	0.00
LTR/Copia	2044CL0128	No_ref_available	1	1	0	95	0.00
LTR/Copia	3248CL0089	No_ref_available	2	2	0	189	0.00
LTR/Copia	ATCOPIA28_I-int	No_ref_available	8	5	0	6275	0.01
LTR/Copia	COP12_I_MT-int	No_ref_available	2	1	0	1875	0.00
LTR/Copia	COP14_I_MT-int	No_ref_available	1	1	0	197	0.00
LTR/Copia	COP18_I_MT-int	No_ref_available	1	1	0	119	0.00
LTR/Copia	COPIA3-I_OS	No_ref_available	5	3	0	1610	0.00
LTR/Copia	Copia-104_GM-I	No_ref_available	1	1	0	58	0.00
LTR/Copia	Copia-11_CP-I	No_ref_available	5	3	0	2736	0.00
LTR/Copia	Copia-11_GR-I	No_ref_available	2	1	0	2202	0.00
LTR/Copia	Copia-12_JC-I	No_ref_available	3	1	0	3566	0.00
LTR/Copia	Copia-12_TC-I	No_ref_available	19	14	0	11120	0.01
LTR/Copia	Copia-13_ECa-I	No_ref_available	1	1	0	330	0.00
LTR/Copia	Copia-13_SB-I	No_ref_available	2	2	0	1937	0.00
LTR/Copia	Copia-13_TC-I	No_ref_available	6	6	0	473	0.00
LTR/Copia	Copia-14_GR-I	631	103	58	21	111792	0.11
LTR/Copia	Copia-15_CP-I	No_ref_available	4	1	0	2113	0.00
LTR/Copia	Copia-15_ECa-I	No_ref_available	1	1	0	94	0.00
LTR/Copia	Copia-15_GR-I	4857	298	235	17	688321	0.66
LTR/Copia	Copia-15_TC-I	No_ref_available	3	2	0	1362	0.00
LTR/Copia	Copia-16_GR-I	No_ref_available	44	18	0	49683	0.05
LTR/Copia	Copia-16_ST-I	No_ref_available	8	3	0	7482	0.01
LTR/Copia	Copia-17_CP-I	No_ref_available	7	4	0	9559	0.01
LTR/Copia	Copia-17_GR-I	No_ref_available	1	1	0	390	0.00
LTR/Copia	Copia-17_MN-I	No_ref_available	1	1	0	121	0.00
LTR/Copia	Copia-17_TC-I	No_ref_available	16	9	0	7610	0.01
LTR/Copia	Copia-18_NN-I	No_ref_available	4	2	0	1885	0.00
LTR/Copia	Copia-18_PAb-I	No_ref_available	2	2	0	1346	0.00
LTR/Copia	Copia-18_PPe-I	No_ref_available	3	1	0	1859	0.00
LTR/Copia	Copia-18_PTri-I	No_ref_available	4	1	0	3795	0.00
LTR/Copia	Copia-19_AIp-I	No_ref_available	1	1	0	279	0.00
LTR/Copia	Copia-19_GR-I	No_ref_available	3	3	0	6817	0.01
LTR/Copia	Copia-1_BDi-I	No_ref_available	1	1	0	414	0.00
LTR/Copia	Copia-1_GR-I	1489	343	167	122	319791	0.31
LTR/Copia	Copia-1_NN-I	No_ref_available	5	3	0	3903	0.00
LTR/Copia	Copia-20_NN-I	No_ref_available	1	1	0	128	0.00
LTR/Copia	Copia-20_TC-LTR	1617	3	3	3	1924	0.00
LTR/Copia	Copia-21_GR-I	No_ref_available	5	3	0	5124	0.00
LTR/Copia	Copia-21_NN-I	No_ref_available	1	1	0	60	0.00
LTR/Copia	Copia-21_ST-I	No_ref_available	3	2	0	1898	0.00
LTR/Copia	Copia-21_TC-I	No_ref_available	1	1	0	95	0.00
LTR/Copia	Copia-22_ECa-I	No_ref_available	4	3	0	1786	0.00
LTR/Copia	Copia-22_GR-I	No_ref_available	6	3	0	4987	0.00
LTR/Copia	Copia-23_ECa-I	No_ref_available	2	1	0	4157	0.00
LTR/Copia	Copia-23_GR-I	485	254	90	21	164584	0.16
LTR/Copia	Copia-23_MN-I	No_ref_available	2	2	0	121	0.00
LTR/Copia	Copia-24_GR-I	1164	169	92	30	151931	0.15
LTR/Copia	Copia-24_PX-I	No_ref_available	2	1	0	2701	0.00
LTR/Copia	Copia-25_GR-I	No_ref_available	1	1	0	4000	0.00
LTR/Copia	Copia-25_JC-I	No_ref_available	2	2	0	120	0.00
LTR/Copia	Copia-25_RC-I	No_ref_available	9	4	0	7178	0.01
LTR/Copia	Copia-25_ST-I	No_ref_available	1	1	0	311	0.00
LTR/Copia	Copia-26_JC-I	No_ref_available	3	2	0	3608	0.00
LTR/Copia	Copia-26_LU-I	No_ref_available	3	1	0	944	0.00
LTR/Copia	Copia-26_ST-I	No_ref_available	1	1	0	4038	0.00
LTR/Copia	Copia-27_AIp-I	No_ref_available	2	1	0	963	0.00
LTR/Copia	Copia-27_ECa-I	No_ref_available	3	2	0	4020	0.00
LTR/Copia	Copia-29-I_VV	No_ref_available	2	1	0	697	0.00
LTR/Copia	Copia-29_MN-I	No_ref_available	1	1	0	374	0.00
LTR/Copia	Copia-2_GR-I	No_ref_available	3	3	0	12096	0.01
LTR/Copia	Copia-2_SL-I	No_ref_available	2	1	0	594	0.00
LTR/Copia	Copia-30_ATr-I	No_ref_available	4	2	0	1713	0.00
LTR/Copia	Copia-30_GR-I	No_ref_available	13	9	0	25487	0.02
LTR/Copia	Copia-30_PX-I	No_ref_available	1	1	0	229	0.00
LTR/Copia	Copia-30_TC-I	No_ref_available	9	6	0	5486	0.01
LTR/Copia	Copia-31_JC-I	No_ref_available	3	2	0	925	0.00
LTR/Copia	Copia-31_RC-I	No_ref_available	1	1	0	87	0.00
LTR/Copia	Copia-32_ECa-I	No_ref_available	1	1	0	112	0.00
LTR/Copia	Copia-32_GR-I	5011	6	5	0	22792	0.02
LTR/Copia	Copia-33_GM-I	No_ref_available	4	4	0	1090	0.00
LTR/Copia	Copia-33_GR-I	5237	41	21	10	38531	0.04
LTR/Copia	Copia-34_GR-I	No_ref_available	6	6	0	20096	0.02
LTR/Copia	Copia-34_RC-I	No_ref_available	7	7	0	261	0.00
LTR/Copia	Copia-35_GR-I	5362	15	8	0	18788	0.02
LTR/Copia	Copia-35_JC-I	No_ref_available	1	1	0	63	0.00
LTR/Copia	Copia-36_GR-I	No_ref_available	8	5	0	8809	0.01
LTR/Copia	Copia-36_MN-I	No_ref_available	1	1	0	4199	0.00
LTR/Copia	Copia-37_GR-I	4782	40	19	0	57424	0.05
LTR/Copia	Copia-37_JC-I	No_ref_available	1	1	0	57	0.00
LTR/Copia	Copia-37_VV-I	No_ref_available	3	2	0	1200	0.00
LTR/Copia	Copia-38_JC-I	No_ref_available	4	3	0	5069	0.00
LTR/Copia	Copia-39_GR-I	No_ref_available	41	23	0	29772	0.03
LTR/Copia	Copia-39_MN-I	No_ref_available	11	3	0	10696	0.01
LTR/Copia	Copia-39_RC-I	No_ref_available	2	2	0	518	0.00
LTR/Copia	Copia-3_SL-I	No_ref_available	1	1	0	398	0.00
LTR/Copia	Copia-40_GR-I	No_ref_available	3	1	0	467	0.00
LTR/Copia	Copia-41_GR-I	501	38	29	2	76735	0.07
LTR/Copia	Copia-42_ATr-I	No_ref_available	5	2	0	7611	0.01
LTR/Copia	Copia-42_GR-I	No_ref_available	2	2	0	4481	0.00
LTR/Copia	Copia-42_VV-I	No_ref_available	3	1	0	1129	0.00
LTR/Copia	Copia-44_GR-I	No_ref_available	2	1	0	1204	0.00
LTR/Copia	Copia-45_GR-I	5324	79	33	0	84457	0.08
LTR/Copia	Copia-46_ECa-I	No_ref_available	2	2	0	1763	0.00
LTR/Copia	Copia-46_GR-I	No_ref_available	14	10	0	43977	0.04
LTR/Copia	Copia-46_PX-I	No_ref_available	2	2	0	106	0.00
LTR/Copia	Copia-46_RC-I	No_ref_available	3	1	0	1400	0.00
LTR/Copia	Copia-47_GM-I	No_ref_available	2	1	0	462	0.00
LTR/Copia	Copia-47_GR-I	5076	255	133	10	174989	0.17
LTR/Copia	Copia-47_MN-I	No_ref_available	11	9	0	15993	0.02
LTR/Copia	Copia-48_JC-I	No_ref_available	3	2	0	240	0.00
LTR/Copia	Copia-50_BD-I	No_ref_available	4	2	0	4482	0.00
LTR/Copia	Copia-51_JC-I	No_ref_available	2	2	0	122	0.00
LTR/Copia	Copia-52_MN-I	No_ref_available	1	1	0	317	0.00
LTR/Copia	Copia-53_GR-I	9486	948	615	423	611177	0.58
LTR/Copia	Copia-53_NS-I	No_ref_available	3	2	0	1490	0.00
LTR/Copia	Copia-54_GR-I	10285	372	276	192	370065	0.35
LTR/Copia	Copia-54_JC-I	No_ref_available	1	1	0	272	0.00
LTR/Copia	Copia-55_GR-I	4774	23	15	0	22934	0.02
LTR/Copia	Copia-56_GR-I	No_ref_available	287	122	0	205463	0.20
LTR/Copia	Copia-57B_NS-I	No_ref_available	1	1	0	1470	0.00
LTR/Copia	Copia-57_GR-I	6052	9	3	0	8780	0.01
LTR/Copia	Copia-58_GR-I	4811	32	26	0	60290	0.06
LTR/Copia	Copia-58_NS-I	No_ref_available	16	6	0	11118	0.01
LTR/Copia	Copia-58_VV-I	No_ref_available	3	1	0	891	0.00
LTR/Copia	Copia-59_GR-I	No_ref_available	2	2	0	3978	0.00
LTR/Copia	Copia-59_ZM-I	No_ref_available	1	1	0	860	0.00
LTR/Copia	Copia-5_ATr-I	No_ref_available	3	1	0	685	0.00
LTR/Copia	Copia-5_ST-I	No_ref_available	1	1	0	1111	0.00
LTR/Copia	Copia-61_MN-I	No_ref_available	3	1	0	1803	0.00
LTR/Copia	Copia-61_Mad-I	No_ref_available	4	4	0	827	0.00
LTR/Copia	Copia-61_NS-I	No_ref_available	5	1	0	2007	0.00
LTR/Copia	Copia-62_MN-I	No_ref_available	1	1	0	134	0.00
LTR/Copia	Copia-65_GM-I	No_ref_available	1	1	0	67	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	6	2	0	6759	0.01
LTR/Copia	Copia-66_PT-I	No_ref_available	1	1	0	855	0.00
LTR/Copia	Copia-66_ZM-I	No_ref_available	1	1	0	72	0.00
LTR/Copia	Copia-68_GM-I	No_ref_available	2	2	0	784	0.00
LTR/Copia	Copia-68_VV-I	No_ref_available	2	2	0	4964	0.00
LTR/Copia	Copia-6_JC-I	No_ref_available	1	1	0	573	0.00
LTR/Copia	Copia-70_NS-I	No_ref_available	35	20	0	6591	0.01
LTR/Copia	Copia-71_GM-I	No_ref_available	1	1	0	1356	0.00
LTR/Copia	Copia-71_MN-I	No_ref_available	21	12	0	6783	0.01
LTR/Copia	Copia-71_VV-I	No_ref_available	2	1	0	2025	0.00
LTR/Copia	Copia-73_GM-I	No_ref_available	2	1	0	2858	0.00
LTR/Copia	Copia-74_GM-I	No_ref_available	1	1	0	542	0.00
LTR/Copia	Copia-74_MN-I	No_ref_available	1	1	0	734	0.00
LTR/Copia	Copia-74_VV-I	No_ref_available	3	1	0	1891	0.00
LTR/Copia	Copia-77_ST-I	No_ref_available	4	3	0	4875	0.00
LTR/Copia	Copia-78_MN-I	No_ref_available	1	1	0	148	0.00
LTR/Copia	Copia-79_VV-I	No_ref_available	12	8	0	4600	0.00
LTR/Copia	Copia-7_GR-I	No_ref_available	7	4	0	12601	0.01
LTR/Copia	Copia-7_PD-I	No_ref_available	1	1	0	469	0.00
LTR/Copia	Copia-80_ST-I	No_ref_available	1	1	0	613	0.00
LTR/Copia	Copia-82_MN-I	No_ref_available	5	2	0	3680	0.00
LTR/Copia	Copia-82_NS-I	No_ref_available	1	1	0	43	0.00
LTR/Copia	Copia-83_NS-I	No_ref_available	4	2	0	2762	0.00
LTR/Copia	Copia-84_VV-I	No_ref_available	1	1	0	109	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	4	4	0	1006	0.00
LTR/Copia	Copia-86_ST-I	No_ref_available	12	4	0	5838	0.01
LTR/Copia	Copia-88_VV-I	No_ref_available	3	3	0	659	0.00
LTR/Copia	Copia-8_ALY-I	No_ref_available	3	1	0	3428	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	8	2	0	3721	0.00
LTR/Copia	Copia-93_ST-I	No_ref_available	1	1	0	362	0.00
LTR/Copia	Copia-93_VV-I	No_ref_available	2	1	0	3943	0.00
LTR/Copia	Copia-99_GM-I	No_ref_available	1	1	0	233	0.00
LTR/Copia	Copia-9_ECa-I	No_ref_available	1	1	0	141	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	10	6	0	16477	0.02
LTR/Copia	Copia1-VV_I-int	No_ref_available	1	1	0	364	0.00
LTR/Copia	Copia15-VV_I-int	No_ref_available	5	5	0	14502	0.01
LTR/Copia	Copia18-PTR_I-int	No_ref_available	3	1	0	2174	0.00
LTR/Copia	Copia26-VV_I-int	No_ref_available	2	2	0	1021	0.00
LTR/Copia	Copia27-VV_I-int	No_ref_available	10	5	0	8155	0.01
LTR/Copia	Copia3-VV_I-int	No_ref_available	1	1	0	145	0.00
LTR/Copia	Copia36-PTR_I-int	No_ref_available	1	1	0	72	0.00
LTR/Copia	Copia41-PTR_I-int	No_ref_available	1	1	0	48	0.00
LTR/Copia	GmCOPIA11_I-int	No_ref_available	1	1	0	90	0.00
LTR/Copia	POPCOP1_I-int	No_ref_available	2	1	0	2736	0.00
LTR/Copia	RN107_I-int	No_ref_available	1	1	0	143	0.00
LTR/Copia	SHACOP4_I_MT-int	No_ref_available	7	4	0	4299	0.00
LTR/Copia	TOTO1_LP_I-int	No_ref_available	1	1	0	75	0.00
LTR/Copia	TST1_I-int	No_ref_available	32	14	0	53301	0.05
LTR/Copia	TTO1_NT_I-int	No_ref_available	1	1	0	171	0.00
LTR/Copia	TpSIREcon	No_ref_available	1	1	0	309	0.00
###LTR/Copia	All_elements	NA	4000	2367	851	3799191	3.6312

LTR/Gypsy	1008CL0080	No_ref_available	2	2	0	144	0.00
LTR/Gypsy	1043CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1054CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1081CL0167	No_ref_available	9	8	0	755	0.00
LTR/Gypsy	1110CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1125CL0156	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	1187CL0167	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1204CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1212CL0167	No_ref_available	7	7	0	584	0.00
LTR/Gypsy	1251CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	13589CL0002	No_ref_available	2	2	0	142	0.00
LTR/Gypsy	1365CL0156	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	143CL0156	No_ref_available	1	1	0	40	0.00
LTR/Gypsy	1444CL0080	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	14620CL0002	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	1486CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1487CL0156	No_ref_available	1	1	0	40	0.00
LTR/Gypsy	1492CL0156	No_ref_available	3	2	0	190	0.00
LTR/Gypsy	1528CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1541CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1552CL0156	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	16161CL0002	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	16651CL0002	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1671CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1688CL0080	No_ref_available	3	3	0	285	0.00
LTR/Gypsy	169CL0246	No_ref_available	2	2	0	186	0.00
LTR/Gypsy	1754CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1756CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1760CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1777CL0143	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	1817CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	187CL0246	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1940CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	197CL0230	No_ref_available	5	5	0	361	0.00
LTR/Gypsy	2101CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2218CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	238CL0180	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2495CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	257CL0156	No_ref_available	1	1	0	92	0.00
LTR/Gypsy	2703CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	2713CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	272CL0180	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2735CL0080	No_ref_available	3	3	0	189	0.00
LTR/Gypsy	2799CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	286CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2893CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2912CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2918CL0080	No_ref_available	1	1	0	85	0.00
LTR/Gypsy	3054CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3189CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3190CL0039	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3209CL0044	No_ref_available	1	1	0	50	0.00
LTR/Gypsy	3249CL0002	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3297CL0092	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3518CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	357CL0102	No_ref_available	1	1	0	66	0.00
LTR/Gypsy	3618CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3770CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	3863CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	388CL0143	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3953CL0082	No_ref_available	3	3	0	285	0.00
LTR/Gypsy	401CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4063CL0082	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	4181CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4808CL0012	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4831CL0034	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	4968CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	500CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5206CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5292CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	546CL0156	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	553CL0156	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	5540CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5601CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5633CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5741CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5946CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6143CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	622CL0167	No_ref_available	11	11	0	869	0.00
LTR/Gypsy	627CL0102	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6337CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	664CL0156	No_ref_available	1	1	0	74	0.00
LTR/Gypsy	6671CL0039	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	6884CL0041	No_ref_available	1	1	0	83	0.00
LTR/Gypsy	690CL0131	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6914CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6968CL0034	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	7192CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	7326CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7330CL0041	No_ref_available	1	1	0	90	0.00
LTR/Gypsy	7367CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7446CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	751CL0114	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7532CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	7543CL0039	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	772CL0031	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	7887CL0034	No_ref_available	5	5	0	475	0.00
LTR/Gypsy	7949CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7973CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	80CL0114	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	80CL0156	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8130CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	8253CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	83CL0114	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	841CL0156	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	842CL0180	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	891CL0040	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	2	2	0	135	0.00
LTR/Gypsy	DEA1	No_ref_available	1	1	0	77	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	2	2	0	110	0.00
LTR/Gypsy	GmGYPSY11_I-int	No_ref_available	7	7	0	547	0.00
LTR/Gypsy	GmOgre_I-int	No_ref_available	1	1	0	119	0.00
LTR/Gypsy	Gypsy-10_GR-I	2499	125	83	37	115571	0.11
LTR/Gypsy	Gypsy-10_RC-I	No_ref_available	1	1	0	127	0.00
LTR/Gypsy	Gypsy-118_GM-I	No_ref_available	2	2	0	347	0.00
LTR/Gypsy	Gypsy-11_JC-I	No_ref_available	2	2	0	226	0.00
LTR/Gypsy	Gypsy-11_NN-I	No_ref_available	5	4	0	1907	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	209	205	0	9031	0.01
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	9	9	0	457	0.00
LTR/Gypsy	Gypsy-12_GR-I	9642	52	48	8	22032	0.02
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	27	18	0	8349	0.01
LTR/Gypsy	Gypsy-12_SB-I	No_ref_available	3	2	0	262	0.00
