Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###17201/17446	15.152	2.086	1.379	F07	7646439	7652574	6192	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	2497	209308/209308	2	0.703
17201	15.9	2.6	1.8	F07	7646439	7649714	3300	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	5508	209308	1
17446	14.3	1.5	0.9	F07	7649701	7652574	2892	C	EnSpm-1_GR	DNA/EnSpmCACTA	(3419)	5388	2497	209308	1

###228	17.9	0.0	0.0	F07	7663344	7663382	39	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	8769	209309	1	0.004

###35004/433	14.963	1.547	2.326	F07	9550811	9557253	6384	+	EnSpm-1_GR	DNA/EnSpmCACTA	2360	8807	(0)	209789/209790	2	0.725
35004	14.6	1.5	1.7	F07	9550811	9556915	6096	+	EnSpm-1_GR	DNA/EnSpmCACTA	2360	8455	(352)	209789	1
433	21.5	2.4	13.6	F07	9556915	9557253	288	+	EnSpm-1_GR	DNA/EnSpmCACTA	8520	8807	(0)	209790	1

###233	8.1	0.0	2.7	F07	9557394	9557431	37	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	8771	209791	1	0.004

###243	8.1	0.0	2.7	F07	9684885	9684922	37	+	EnSpm-1_GR	DNA/EnSpmCACTA	8771	8807	(0)	209825	1	0.004

###230	9.6	1.5	23.2	F07	9684923	9684965	31	+	EnSpm-1_GR	DNA/EnSpmCACTA	8777	8807	(0)	209826	1	0.004

###228	6.1	0.0	3.0	F07	9685148	9685181	33	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	8775	209827	1	0.004

###32959	16.5	2.3	0.9	F07	9685235	9691450	6742	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	2066	209827	1	0.766

###226	6.1	3.0	0.0	F07	10600565	10600597	34	+	EnSpm-1_GR	DNA/EnSpmCACTA	8773	8806	(1)	210045	1	0.004

###13719	15.4	1.4	0.7	F07	10604427	10606805	2396	+	EnSpm-1_GR	DNA/EnSpmCACTA	2458	4853	(3954)	210046	1	0.272

###20515	15.1	2.2	2.0	F07	10624478	10628300	3893	+	EnSpm-1_GR	DNA/EnSpmCACTA	4801	8693	(114)	210048	1	0.442

###2464	14.1	7.1	5.0	F07	11847169	11847764	982	+	EnSpm-1_GR	DNA/EnSpmCACTA	2144	3125	(5682)	210514	1	0.112

