Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
DNA/EnSpmCACTA	EnSpm-1_GR	8807	158	101	NA	298242	0.30
###DNA/EnSpmCACTA	All_elements	NA	158	101	NA	298242	0.3029

DNA/L1	L1-1_GR	5704	87	49	NA	106352	0.11
###DNA/L1	All_elements	NA	87	49	NA	106352	0.1080

DNA/MarinerTc1	Mariner-1_RC	2222	4	2	NA	3948	0.00
###DNA/MarinerTc1	All_elements	NA	4	2	NA	3948	0.0040

DNA/MuDR	MuDR-1_GR	7211	62	53	NA	42121	0.04
DNA/MuDR	MuDR-2_GR	6708	110	87	NA	101414	0.10
DNA/MuDR	MuDR-3_GR	4333	89	86	NA	19624	0.02
DNA/MuDR	MuDR-4_GR	7191	280	128	NA	285790	0.29
DNA/MuDR	MuDR-5_GR	7783	210	121	NA	159411	0.16
DNA/MuDR	MuDR-64_OS	5513	1	1	NA	625	0.00
###DNA/MuDR	All_elements	NA	752	476	NA	608985	0.6185

DNA/hAT	TIP100	3873	1	1	NA	2132	0.00
DNA/hAT	hAT-1_GR	4719	55	35	NA	26064	0.03
DNA/hAT	hAT-1_TC	3200	3	2	NA	2540	0.00
DNA/hAT	hAT-2_GR	5255	23	15	NA	14372	0.01
DNA/hAT	hAT-3_TC	5162	2	2	NA	1421	0.00
DNA/hAT	hAT-4_PTr	3687	1	1	NA	2232	0.00
DNA/hAT	hAT-4_TC	4738	1	1	NA	255	0.00
DNA/hAT	hAT-6_TC	3344	2	1	NA	1044	0.00
###DNA/hAT	All_elements	NA	88	58	NA	50060	0.0508

######Type:DNA	All_elements	NA	1089	686	NA	1067587	1.0842

######Type:LINE	All_elements	NA			NA		0.0000

######Type:SINE	All_elements	NA			NA		0.0000

LTR	1234CL0160	No_ref_available	1	1	0	94	0.00
###LTR	All_elements	NA	1	1	0	94	0.0001

LTR/Copia	ATCOPIA28_I-int	No_ref_available	8	7	0	8385	0.01
LTR/Copia	BARE1_HV_I-int	No_ref_available	2	2	0	88	0.00
LTR/Copia	COP12_I_MT-int	No_ref_available	1	1	0	111	0.00
LTR/Copia	COP14_I_MT-int	No_ref_available	3	3	0	2776	0.00
LTR/Copia	COP18_I_MT-int	No_ref_available	1	1	0	56	0.00
LTR/Copia	COP2_I_MT-int	No_ref_available	1	1	0	89	0.00
LTR/Copia	COPI2_I-int	No_ref_available	5	3	0	452	0.00
LTR/Copia	COPIA3-I_OS	No_ref_available	2	2	0	501	0.00
LTR/Copia	Copia-100_Mad-I	No_ref_available	2	1	0	133	0.00
LTR/Copia	Copia-105_GM-I	No_ref_available	1	1	0	65	0.00
LTR/Copia	Copia-11_GR-I	No_ref_available	6	2	0	7900	0.01
LTR/Copia	Copia-11_RC-I	No_ref_available	3	3	0	476	0.00
