Score	%_Div	%_Del	%_Ins	Query	Beg.	End.	Length	Sense	Element	Family	Pos_Repeat_Beg	Pos_Repeat_End	Pos_Repeat_Left	ID	Num_Assembled	%_of_Ref

###227	6.8	0.0	0.0	F05	21101445	21101488	44	+	EnSpm-12_OS	DNA/EnSpmCACTA	5857	5900	(6703)	149036	1	0.003

###229	11.8	2.0	0.0	F05	21093745	21093795	52	C	EnSpm-16_SBi	DNA/EnSpmCACTA	(12839)	3044	2993	149033	1	0.003

###244	5.9	2.9	0.0	F05	1501763	1501796	35	C	EnSpm-1_GR	DNA/EnSpmCACTA	(8772)	35	1	145936	1	0.004

###264	5.4	0.0	2.7	F05	1509214	1509251	37	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	8771	145937	1	0.004

###16831/7405	14.453	2.693	0.880	F05	1571274	1578709	4460	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	4346	145945/145945	2	0.506
16831	14.8	3.2	1.2	F05	1571274	1574406	3304	C	EnSpm-1_GR	DNA/EnSpmCACTA	(0)	8807	5504	145945	1
7405	13.5	1.3	0.0	F05	1577569	1578709	1156	C	EnSpm-1_GR	DNA/EnSpmCACTA	(3306)	5501	4346	145945	1

###357	16.1	0.0	0.0	F05	1578733	1578788	56	C	EnSpm-1_GR	DNA/EnSpmCACTA	(4406)	4401	4346	145945	1	0.006

###18546/225	15.079	2.303	2.176	F05	5889701	5893277	3460	+	EnSpm-1_GR	DNA/EnSpmCACTA	5268	8807	(0)	146716/146717	2	0.393
18546	15.1	2.3	2.2	F05	5889701	5893115	3421	+	EnSpm-1_GR	DNA/EnSpmCACTA	5268	8688	(119)	146716	1
225	13.2	2.6	0.0	F05	5893240	5893277	39	+	EnSpm-1_GR	DNA/EnSpmCACTA	8769	8807	(0)	146717	1

###273	25.7	0.0	0.0	F05	8452992	8453096	105	C	EnSpm-1_GR	DNA/EnSpmCACTA	(6343)	2464	2360	147069	1	0.012

###32395	16.6	2.8	0.7	F05	8623933	8630029	6665	+	EnSpm-1_GR	DNA/EnSpmCACTA	2143	8807	(0)	147084	1	0.757

###241/5625	17.717	4.532	3.827	F05	8731673	8737334	1570	+	EnSpm-1_GR	DNA/EnSpmCACTA	1	8807	(0)	147106/147107	2	0.178
241	20.3	14.1	0.0	F05	8731673	8731736	73	+	EnSpm-1_GR	DNA/EnSpmCACTA	1	73	(8734)	147106	1
5625	17.6	4.1	4.0	F05	8735917	8737334	1497	+	EnSpm-1_GR	DNA/EnSpmCACTA	7311	8807	(0)	147107	1

###6035/271	16.746	1.740	4.148	F05	9430106	9431583	1460	+	EnSpm-1_GR	DNA/EnSpmCACTA	7348	8807	(0)	147152/147153	2	0.166
6035	15.9	1.7	3.7	F05	9430106	9431398	1346	+	EnSpm-1_GR	DNA/EnSpmCACTA	7348	8693	(114)	147152	1
271	24.4	2.1	8.2	F05	9431441	9431583	135	+	EnSpm-1_GR	DNA/EnSpmCACTA	8673	8807	(0)	147153	1

###1878/800	16.789	4.686	0.229	F05	13477180	13477617	491	+	EnSpm-1_GR	DNA/EnSpmCACTA	8054	8554	(253)	147710/147711	2	0.056
1878	12.6	7.2	0.0	F05	13477180	13477470	312	+	EnSpm-1_GR	DNA/EnSpmCACTA	8054	8365	(442)	147710	1
800	23.6	0.6	0.6	F05	13477439	13477617	179	+	EnSpm-1_GR	DNA/EnSpmCACTA	8376	8554	(253)	147711	1

###25438/9954	14.752	1.961	1.856	F05	13484909	13494586	6413	+	EnSpm-1_GR	DNA/EnSpmCACTA	2255	8693	(114)	147713/147719	2	0.728
25438	14.1	1.7	1.4	F05	13484909	13489176	4281	+	EnSpm-1_GR	DNA/EnSpmCACTA	2255	6535	(2272)	147713	1
